Object Name,Satellite of,Equatorial Radius [m],<--References,Mean Radius [m],<--References,Mass [kg],<--References,Bulk Density [kg m-3],<--References,Semimajor Axis [m],<--References,Sidereal Rotation Period [s],<--References,Sidereal Orbit Period (Negative Indicates Retrograde) [s],<--References,Inclination (Relative to Primary's Equator)[deg],<--References,Eccentricity,<--References,Axial Tilt [deg],<-- References,Magnitude [mag],Magnitude Band [UBVRI],<--References,Geometric Albedo,<--References,Mean Gravity [m s-2],<--References,Equatorial Gravity [m-2],<--References,Escape Velocity [m s-1],<--References,Perihelion [m],<-- References,Aphelion [m],<-- References,Luminosity [J s-1],<-- References,Orbital Motion [rad s-1],<--References,Beta Parameter [kg m-1 s-2],<-- References,Core Radius [m],<--References,Mantle Thickness [m],<-- References
Thalassa,Neptun,,,4.100E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",3.747E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.008E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,2.691E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.21,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,23.32,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",9.100E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",1.487E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.335E-04,JPR Derived,7.928E+05,JPR Derived,,,,
Despina,Neptun,,,7.500E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",2.098E+18,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.253E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,2.891E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,22.00,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",9.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",2.489E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.173E-04,JPR Derived,2.427E+06,JPR Derived,,,,
Galatea,Neptun,,,8.800E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",3.747E+18,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,6.195E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,3.704E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,21.85,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",7.900E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",3.229E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.696E-04,JPR Derived,3.694E+06,JPR Derived,,,,
Larissa,Neptun,,,9.700E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",4.946E+18,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,7.355E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,4.792E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.20,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,21.49,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",9.100E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",3.508E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.311E-04,JPR Derived,4.424E+06,JPR Derived,,,,
S_2004_N1,Neptun,,,9.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R., de Pater, I., Lissauer, J. J., French, R. S. 2013.   ``New Satellite of Neptune: S/2004 N 1'',Central Bureau Electronic Telegrams3586",4.496E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.053E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,8.208E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,26.50,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R., de Pater, I., Lissauer, J. J., French, R. S. 2013.   ``New Satellite of Neptune: S/2004 N 1'',Central Bureau Electronic Telegrams3586",1.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R., de Pater, I., Lissauer, J. J., French, R. S. 2013.   ``New Satellite of Neptune: S/2004 N 1'',Central Bureau Electronic Telegrams3586",3.704E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,7.655E-05,JPR Derived,4.334E+04,JPR Derived,,,,
Proteus,Neptun,,,2.100E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",5.036E+19,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.176E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,9.697E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,19.75,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",9.600E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",7.620E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,6.480E-05,JPR Derived,2.080E+07,JPR Derived,,,,
Triton,Neptun,,,1.353E+06,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2000. ``The Shape of Triton from Limb Profiles'',Icarus148, 587-588.",2.139E+22,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2009. ``The Orbits of the Neptunian   Satellites and the Orientation of the Pole of Neptune'',AJ137, 4322.",2.059E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,3.548E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),-5.078E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),-5.078E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),157.35,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,13.54,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Hicks, M. D, and Buratti, B. J. 2004.   ''The spectral variability of Triton from 1997--2000',Icarus171, 210-218.",7.190E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Hicks, M. D, and Buratti, B. J. 2004.   ''The spectral variability of Triton from 1997--2000',Icarus171, 210-218.",7.795E-01,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-1.237E-05,JPR Derived,2.172E+09,JPR Derived,,,,
Nereid,Neptun,,,1.700E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P., Veverka, J., and Helfenstein, P. 1991b.   ``Voyager Observations of Nereid'',Journal of Geophysical Research96(19), 253-19, 259.",3.087E+19,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.513E+09,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,3.112E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),7.23,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.75,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,19.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",1.550E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P., Veverka, J., and Helfenstein, P. 1991b.   ``Voyager Observations of Nereid'',Journal of Geophysical Research96(19), 253-19, 259.",7.129E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.019E-07,JPR Derived,1.818E+07,JPR Derived,,,,
Halimede,Neptun,,,3.100E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",8.992E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.573E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,-1.624E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),134.10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.57,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,24.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",6.245E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-3.869E-08,JPR Derived,2.904E+05,JPR Derived,,,,
Sao,Neptun,,,2.200E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",8.992E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.242E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,2.518E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),48.50,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.29,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,25.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",1.240E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.496E-08,JPR Derived,4.092E+05,JPR Derived,,,,
Laomedeia,Neptun,,,2.100E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",8.992E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.357E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,2.737E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),34.70,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.42,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,25.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",1.361E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.296E-08,JPR Derived,4.287E+05,JPR Derived,,,,
Psamathe,Neptun,,,2.000E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",1.499E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,4.670E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,-7.876E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),137.40,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.45,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,25.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",2.500E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-7.977E-09,JPR Derived,7.501E+04,JPR Derived,,,,
Neso,Neptun,,,3.000E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",1.649E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,4.839E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,-8.099E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),132.60,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.50,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,24.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., and Kleyna, J. 2006.   ``A Survey for Normal Irregular Satellites around Neptune: Limits to   Completeness'',Astronomical Journal132, 171-176.",1.222E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-7.758E-09,JPR Derived,5.501E+05,JPR Derived,,,,
Charon,Pluto,,,6.036E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sicardy, B., et al. 2006. ``Charon's size and an upper limit on its    atmosphere from a stellar occultation'',Nature439,   52-54.",1.533E+21,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Brozovic, M. and Jacobson, R. A. 2013. ``The Orbits, Masses of Pluto's  Satellites'', Presented at The Pluto System on the Eve of Exploration  by New Horizons: Perspectives, Predictions held at APL, Laurel, MD",1.664E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,5.519E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),5.519E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),,,17.26,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Reinsch, K., Burwitz, V., and Festou, M. C. 1994.   ``Albedo Maps of Pluto and Improved Physical Parameters of the Pluto-Charon   System'',Icarus108, 209-218.",3.720E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Reinsch, K., Burwitz, V., and Festou, M. C. 1994.   ``Albedo Maps of Pluto and Improved Physical Parameters of the Pluto-Charon   System'',Icarus108, 209-218.",2.808E-01,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.139E-05,JPR Derived,2.821E+08,JPR Derived,,,,
Nix,Pluto,,,1.300E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Weaver, H. A., Stern, S. A., Mutchler, M. J., Steffl, A. J.,  Buie, M. W., Merline, W. J., Spencer, J. R., Young, E. F., and Young, L. A.  2006. ``Discovery of two new satellites of Pluto'',Nature439, 943.",1.948E+16,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Brozovic, M. and Jacobson, R. A. 2013. ``The Orbits, Masses of Pluto's  Satellites'', Presented at The Pluto System on the Eve of Exploration  by New Horizons: Perspectives, Predictions held at APL, Laurel, MD",2.100E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,4.870E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),,,2.151E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),,,,,,,23.40,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Weaver, H. A., Stern, S. A., Mutchler, M. J., Steffl, A. J.,  Buie, M. W., Merline, W. J., Spencer, J. R., Young, E. F., and Young, L. A.  2006. ``Discovery of two new satellites of Pluto'',Nature439, 943.",3.500E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Weaver, H. A., Stern, S. A., Mutchler, M. J., Steffl, A. J.,  Buie, M. W., Merline, W. J., Spencer, J. R., Young, E. F., and Young, L. A.  2006. ``Discovery of two new satellites of Pluto'',Nature439, 943.",7.694E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.921E-06,JPR Derived,2.100E+05,JPR Derived,,,,
Hydra,Pluto,,,3.050E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Weaver, H. A., Stern, S. A., Mutchler, M. J., Steffl, A. J.,  Buie, M. W., Merline, W. J., Spencer, J. R., Young, E. F., and Young, L. A.  2006. ``Discovery of two new satellites of Pluto'',Nature439, 943.",9.741E+16,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Brozovic, M. and Jacobson, R. A. 2013. ``The Orbits, Masses of Pluto's  Satellites'', Presented at The Pluto System on the Eve of Exploration  by New Horizons: Perspectives, Predictions held at APL, Laurel, MD",8.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,6.475E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),,,3.300E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),,,,,,,22.90,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Weaver, H. A., Stern, S. A., Mutchler, M. J., Steffl, A. J.,  Buie, M. W., Merline, W. J., Spencer, J. R., Young, E. F., and Young, L. A.  2006. ``Discovery of two new satellites of Pluto'',Nature439, 943.",3.500E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Weaver, H. A., Stern, S. A., Mutchler, M. J., Steffl, A. J.,  Buie, M. W., Merline, W. J., Spencer, J. R., Young, E. F., and Young, L. A.  2006. ``Discovery of two new satellites of Pluto'',Nature439, 943.",6.989E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.904E-06,JPR Derived,1.705E+05,JPR Derived,,,,
Kerberos,Pluto,,,1.400E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R., Hamilton, D. P., Stern, S. A.,  Weaver, H. A.,  Steffl, A. J., and Young, L. A. 2011. ``New Satellite of (134340) Pluto: S/2011  (134340) 1'',IAU Circular9221",1.649E+16,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Brozovic, M. and Jacobson, R. A. 2013. ``The Orbits, Masses of Pluto's  Satellites'', Presented at The Pluto System on the Eve of Exploration  by New Horizons: Perspectives, Predictions held at APL, Laurel, MD",1.400E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.900E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),,,2.773E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/plutofact.html (Accessed 2-17-15),,,,,,,26.10,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R., Hamilton, D. P., Stern, S. A.,  Weaver, H. A.,  Steffl, A. J., and Young, L. A. 2011. ``New Satellite of (134340) Pluto: S/2011  (134340) 1'',IAU Circular9221",3.500E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R., Hamilton, D. P., Stern, S. A.,  Weaver, H. A.,  Steffl, A. J., and Young, L. A. 2011. ``New Satellite of (134340) Pluto: S/2011  (134340) 1'',IAU Circular9221",5.613E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.265E-06,JPR Derived,1.100E+05,JPR Derived,,,,
