Object Name,Satellite of,Equatorial Radius [m],<--References,Mean Radius [m],<--References,Mass [kg],<--References,Bulk Density [kg m-3],<--References,Semimajor Axis [m],<--References,Sidereal Rotation Period [s],<--References,Sidereal Orbit Period (Negative Indicates Retrograde) [s],<--References,Inclination (Relative to Primary's Equator)[deg],<--References,Eccentricity,<--References,Axial Tilt [deg],<-- References,Magnitude [mag],Magnitude Band [UBVRI],<--References,Geometric Albedo,<--References,Mean Gravity [m s-2],<--References,Equatorial Gravity [m-2],<--References,Escape Velocity [m s-1],<--References,Perihelion [m],<-- References,Aphelion [m],<-- References,Luminosity [J s-1],<-- References,Orbital Motion [rad s-1],<--References,Beta Parameter [kg m-1 s-2],<-- References,Core Radius [m],<--References,Mantle Thickness [m],<-- References
Rhea,Saturn,,,7.643E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C., Burns, J. A., Helfenstein, P., Squyres, S.,   Veverka, J., Porco, C.,  Turtle, E. P., McEwen, A., Denk, T., Giese, B.,   Roatsch, T., Johnson, T. V., Jacobson, R. A. 2007. ``Shapes of the    Saturnian icy satellites and their significance'',Icarus190, 573-584.",2.307E+21,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A., Antreasian, P. G., Ardalan, S., Criddle, K. E.,   Ionasescu, R., Jones, J. B., Parcher, D., Pelletier, F. J., Roth, D. C.,   Thompson, P., Vaughan, A. 2008. ``The Gravity Gield of the Saturnian System   and the Orbits of the Major Saturnian satellites'', Presented at the Saturn   After Cassini-Huygens Symposium held at Imperial College London, UK",1.233E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.270E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),3.903E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),3.903E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.35,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,9.60,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",9.490E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Verbiscer, A., French, R., Showalter, M., and Helfenstein, P.   2007. ``Enceladus: Cosmic Graffiti Artist Caught in the Act'',Science315, 815.",2.636E-01,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.610E-05,JPR Derived,2.484E+08,JPR Derived,,,,
Titan,Saturn,,,2.575E+06,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Zebker, H. A. and Stiles, B. and Hensley, S. Lorenz, R. and Kirk, R. L.    and Lunine, J. 2009. ``Size and Shape of Saturn's Moon Titan'',Science324, 921-923.",1.346E+23,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A., Antreasian, P. G., Ardalan, S., Criddle, K. E.,   Ionasescu, R., Jones, J. B., Parcher, D., Pelletier, F. J., Roth, D. C.,   Thompson, P., Vaughan, A. 2008. ``The Gravity Gield of the Saturnian System   and the Orbits of the Major Saturnian satellites'', Presented at the Saturn   After Cassini-Huygens Symposium held at Imperial College London, UK",1.882E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.222E+09,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),1.378E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),1.378E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.33,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.03,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,8.40,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",2.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",1.355E+00,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,4.561E-06,JPR Derived,6.564E+09,JPR Derived,,,,
Hyperion,Saturn,,,1.350E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",5.586E+18,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A., Antreasian, P. G., Ardalan, S., Criddle, K. E.,   Ionasescu, R., Jones, J. B., Parcher, D., Pelletier, F. J., Roth, D. C.,   Thompson, P., Vaughan, A. 2008. ``The Gravity Gield of the Saturnian System   and the Orbits of the Major Saturnian satellites'', Presented at the Saturn   After Cassini-Huygens Symposium held at Imperial College London, UK",5.440E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.481E+09,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,1.838E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.43,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,14.40,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",3.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",2.045E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,3.418E-06,JPR Derived,1.502E+06,JPR Derived,,,,
Iapetus,Saturn,,,7.356E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C., Burns, J. A., Helfenstein, P., Squyres, S.,   Veverka, J., Porco, C.,  Turtle, E. P., McEwen, A., Denk, T., Giese, B.,   Roatsch, T., Johnson, T. V., Jacobson, R. A. 2007. ``Shapes of the    Saturnian icy satellites and their significance'',Icarus190, 573-584.",1.806E+21,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A., Antreasian, P. G., Ardalan, S., Criddle, K. E.,   Ionasescu, R., Jones, J. B., Parcher, D., Pelletier, F. J., Roth, D. C.,   Thompson, P., Vaughan, A. 2008. ``The Gravity Gield of the Saturnian System   and the Orbits of the Major Saturnian satellites'', Presented at the Saturn   After Cassini-Huygens Symposium held at Imperial College London, UK",1.083E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,3.561E+09,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),6.854E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),6.854E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),14.72,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.03,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,11.00,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",6.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",2.227E-01,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,9.167E-07,JPR Derived,1.774E+08,JPR Derived,,,,
Phoebe,Saturn,,,1.065E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",8.291E+18,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A., Antreasian, P. G., Ardalan, S., Criddle, K. E.,   Ionasescu, R., Jones, J. B., Parcher, D., Pelletier, F. J., Roth, D. C.,   Thompson, P., Vaughan, A. 2008. ``The Gravity Gield of the Saturnian System   and the Orbits of the Major Saturnian satellites'', Presented at the Saturn   After Cassini-Huygens Symposium held at Imperial College London, UK",1.638E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,16.40,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",8.100E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Simonelli, D. P., Kay, J., Adinolfi, D., Veverka, J., Thomas, P. C.,   and Helfenstein, P. 1999. ``Phoebe: Albedo Map and Photometric Properties'',Icarus138, 249-258.",4.878E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,8.510E+06,JPR Derived,,,,
Janus,Saturn,,,8.950E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",1.893E+18,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",6.300E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.515E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),6.000E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),6.000E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.14,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.01,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,14.40,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",7.100E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Verbiscer, A., French, R., Showalter, M., and Helfenstein, P.   2007. ``Enceladus: Cosmic Graffiti Artist Caught in the Act'',Science315, 815.",1.577E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.047E-04,JPR Derived,8.892E+05,JPR Derived,,,,
Epimetheus,Saturn,,,5.810E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",5.260E+17,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",6.400E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.514E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),5.998E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),5.998E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.34,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.01,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,15.60,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",7.300E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Verbiscer, A., French, R., Showalter, M., and Helfenstein, P.   2007. ``Enceladus: Cosmic Graffiti Artist Caught in the Act'',Science315, 815.",1.040E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.048E-04,JPR Derived,3.867E+05,JPR Derived,,,,
Helene,Saturn,,,1.760E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",1.139E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,18.40,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",1.670E+00,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Verbiscer, A., French, R., Showalter, M., and Helfenstein, P.   2007. ``Enceladus: Cosmic Graffiti Artist Caught in the Act'',Science315, 815.",2.454E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.159E+04,JPR Derived,,,,
Telesto,Saturn,,,1.240E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",4.046E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,18.50,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",1.000E+00,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",1.756E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.089E+04,JPR Derived,,,,
Calypso,Saturn,,,1.070E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",2.548E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,18.70,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",1.340E+00,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Verbiscer, A., French, R., Showalter, M., and Helfenstein, P.   2007. ``Enceladus: Cosmic Graffiti Artist Caught in the Act'',Science315, 815.",1.485E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,7.945E+03,JPR Derived,,,,
Atlas,Saturn,,,1.510E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",6.594E+15,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",4.600E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.377E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,5.200E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.30,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,19.00,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",4.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",1.930E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.208E-04,JPR Derived,1.341E+04,JPR Derived,,,,
Prometheus,Saturn,,,4.310E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",1.610E+17,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",4.800E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.394E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,5.296E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.01,https://solarsystem.nasa.gov/planets/profile.cfm?Object=Sat_Enceladus&Display=Facts&System=Metric (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,15.80,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",6.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",5.783E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.186E-04,JPR Derived,1.196E+05,JPR Derived,,,,
Pandora,Saturn,,,4.070E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",1.385E+17,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",4.900E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.417E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,5.430E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.05,https://solarsystem.nasa.gov/planets/profile.cfm?Object=Sat_Pandora&Display=Facts,0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,16.40,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",5.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., Johnson, T. V., Shoemaker, E. M.,   Soderbloom, L. A., Thomas, P., Veverka, J., and Smith, B. A. 1984.    ``Satellites of Saturn: Geological Perspective'', In Saturn (T. Gehrels   and M. S. Matthews Eds.) pp. 609-639. Univ. of Arizona Press,   Tucson.",5.579E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.157E-04,JPR Derived,1.113E+05,JPR Derived,,,,
Pan,Saturn,,,1.410E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",4.946E+15,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",4.200E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.336E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,4.968E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.00,https://solarsystem.nasa.gov/planets/profile.cfm?Object=Sat_Enceladus&Display=Facts&System=Metric (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,,,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Porco, C. C., Weiss, J. W. , Thomas, P. C., Richardson, D. C.,    Jacobson, R. A., Spitale, J. 2006. ``Physical Characteristics and Possible    Accretionary Origins for Saturn's Small Satellites'', Presented at the    37th Lunar and Planetary Science Conference, League City, TX",5.000E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Porco, C. C., Weiss, J. W. , Thomas, P. C., Richardson, D. C.,    Jacobson, R. A., Spitale, J. 2006. ``Physical Characteristics and Possible    Accretionary Origins for Saturn's Small Satellites'', Presented at the    37th Lunar and Planetary Science Conference, League City, TX",1.660E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.265E-04,JPR Derived,9.832E+03,JPR Derived,,,,
Methone,Saturn,,,1.600E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",8.992E+12,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,,,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),2.344E-04,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.875E+02,JPR Derived,,,,
